##用于轻量化提示，使用自定义按键上屏，键不得重码，需标明类型，用中文符号冒号分割，表情：😲	aa，将上屏 😲
一简：起	q
翻译：vt.对...增压	supercharge
翻译：n.增压器	supercharger
翻译：a.傲慢的;自大的;目空一切的	supercilious
翻译：n.超级电脑	supercomputer
翻译：n.超导性	superconductivity
翻译：n.超导体	superconductor
翻译：n.超自我;上位自我	superego
翻译：a.卓越的;极为出色的	supereminent
翻译：n.卓越;优秀;绝佳	superexcellence
翻译：n.表面;外表 a.表面的;肤浅的;面积的	superficial
翻译：n.表面性的事物;肤浅;浅薄	superficiality
翻译：a.多余的;过剩的	superfluous
翻译：n.超级高速公路	superhighway
翻译：a.超人的;人类能力所不能及的;属于神仙的	superhuman
翻译：a.横在上面的;在上面的;自上面的	superincumbent
翻译：vt. vi.指挥;管理;监督	superintend
翻译：n.指挥;管理;监督权	superintendence
翻译：n.监督者的地位	superintendency
翻译：n.监督人;管理人;所长	superintendent
翻译：n.长者;高手;上级 a.上好的;出众的;高傲的	superior
翻译：n.优越;高傲	superiority
翻译：a.最上的;无比的;过度的 n.最高级的言辞;极致;完璧	superlative
翻译：n.具有超人能力的人;超人	superman
翻译：n.超级市场	supermarket
翻译：n.超级迷你电脑	supermini
翻译：a.天上的;神的;高的	supernal
翻译：a.浮在表面的	supernatant
翻译：a.超自然的;神奇的	supernatural
翻译：a.非凡的;异于寻常的	supernormal
翻译：n.超新星	supernova
翻译：n.过磷酸盐;过磷酸石灰	superphosphate
翻译：vt.放在上面;重叠	superpose
翻译：n.重叠;叠合;重合	superposition
翻译：n.超级强权	superpower
翻译：superregenerative eceiver^ n.超再生	superregenerative
翻译：vt.使过度饱和	supersaturate
翻译：n.过度饱和	supersaturation
翻译：a.写在上面的 n.字角文字 n.上标	superscript
翻译：n.标题;姓名住址;题名	superscription
翻译：vt.代替;取代;接替	supersede
翻译：a.过敏的	supersensitive
翻译：n.取代;更迭;废弃	supersession
翻译：a.超音波的	supersonic
翻译：n.超音波学	supersonics
翻译：n.迷信	superstition
翻译：a.迷信的	superstitious
翻译：n.上层	superstratum
翻译：n.上部构造;建筑物;上层建筑	superstructure
翻译：n.超大型油轮;巨大型油轮	supertanker
翻译：n.附加税	supertax
翻译：n.增强型VGA适配器	supervga
翻译：vt. vi.监督;管理;指导	supervise
翻译：n.监督;管理	supervision
翻译：n.管理者;舍监;监督者	supervisor
翻译：a.管理的;监督的;管理人的	supervisory
翻译：n.女超人	superwoman
翻译：vt. vi.转动手使掌心向上	supinate
翻译：a.仰卧的;掌心向上的;懒散的	supine
翻译：n.晚餐	supper
翻译：vt.排挤掉;代替	supplant
翻译：a.柔软的;逢迎的;顺从的 vt.使柔软;使顺从	supple
翻译：n.补充物;增刊;补充 vt.补充;增补	supplement
翻译：a.补足的;追加的	supplemental
翻译：a.补足的;补充的;追加的	supplementary
翻译：n.易弯曲;柔软;顺从	suppleness
翻译：n.补充法	suppletion
翻译：n.恳求;哀求	suppliance
翻译：a.恳求的;哀求的;哀求性的 n.恳求者;哀求者	suppliant
翻译：vt. vi.恳求;哀求;恳请	supplicate
翻译：n.恳求;哀求;祈愿	supplication
翻译：n.供给的人;供给国;承制厂商	supplier
翻译：n.供给	supplies
翻译：n.补给;供给;供应品 vt.补给;供给;提供;补充;代理 vi.替代	supply
翻译：n.支持;支撑;援助;供养;支撑物 vt.支援;支撑;帮助;支持;忍受;供养;证实;激励	support
翻译：a.可支持的;可忍耐的;可援助的	supportable
翻译：n.支持者;后盾;伴随者	supporter
翻译：a.无支持者的;无支撑的	supportless
翻译：a.可想象得到的	supposable
翻译：vt.推想;假设;以为;猜想;假定 vi.料想	suppose
翻译：n.假如;去...吧;不妨...吧	supposing
翻译：n.想象;推测;推想	supposition
翻译：a.想象的;推测的;推想的	suppositional
翻译：a.想象的;假定的	suppositive
翻译：n.坐药;栓剂	suppository
翻译：vt.镇压;使止住;禁止;抑制;查禁	suppress
翻译：a.可以压制的;可以抑制的;可隐藏的	suppressible
翻译：n.抑压;镇压;抑制	suppression
翻译：a.镇压的;抑压的;抑制的	suppressive
翻译：vi.生脓;化脓;流脓	suppurate
翻译：n.生脓;化脓;流脓	suppuration
翻译：a.使化脓的;化脓性的;足使化脓的 n.化脓促进剂;吸脓药	suppurative
翻译：a.超国家的	supranational
翻译：a.眼窝上的	supraorbital
翻译：a.肾脏上的;副肾的 n.副肾	suprarenal
翻译：n.至高;主权;无上	supremacy
翻译：n.至高;霸权 a.至高的;终极的;极端的;最大的	supreme
翻译：n.斜纹软绸	surah
翻译：n.停止 vt. vi.中止;停止	surcease
翻译：n.装载过多;超载;追加罚款;额外费 vt.使装载过多;追加罚款	surcharge
翻译：n.肚带;法衣的腰带 vt.套上肚带;系上肚带	surcingle
翻译：a.无理数的;不尽根的;清音的 n.无理数;不尽根数;清音	surd
翻译：a.确信;必然的;必定的 ad.当然;确实地;无疑地	sure
翻译：a.准不会有错的;确实的;可靠的	surefire
翻译：a.脚踏实地的;踏实的;准没错的	surefooted
翻译：ad.的确地;安全地	surely
翻译：n.确实;踏实;安全	sureness
翻译：n.保证人;保证;担保	surety
翻译：n.海浪;拍岸浪 vi.作冲浪运动	surf
翻译：n.面;表面;水面;外表;平面 a.表面的;外观的;肤浅的;水面上的 vt.使成平面;使浮出水面 vi.浮出水面;呈现;在表面工作	surface
翻译：n.界面活性剂	surfactant
翻译：n.冲浪板;以冲浪板滑水	surfboard
翻译：n.过食;过度;恶心 vt.使腻;使沉溺于 vi.饮食过度	surfeit
翻译：n.乘冲浪板玩乐的人	surfer
翻译：n.冲浪游戏	surfing
翻译：a.浪花的;波涛多的;波涛汹涌的	surfy
翻译：n.巨涌;汹涌;澎湃 vi.汹涌;澎湃;振荡;滑脱;放松 vt.急放	surge
翻译：n.外科医生;军医;船上的医生	surgeon
翻译：n.外科;手术;手术室	surgery
翻译：a.外科的;外科医生的;手术上的	surgical
翻译：ad.乖唳地;不和蔼可亲地;粗鲁地	surlily
翻译：n.不和蔼;粗鲁;险恶的天气	surliness
翻译：a.不和蔼的;无礼的;板面孔的;阴沉的;粗暴的;乖戾的	surly
翻译：a.可以推测得出的;可以推量得出的	surmisable
翻译：n.推测;猜测 vt. vi.推测;臆测	surmise
翻译：vt.战胜;超越;克服	surmount
翻译：a.可战胜的;可克服的;可凌驾的	surmountable
翻译：n.姓;别号;绰号 vt.呼以姓氏;加以绰号	surname
翻译：vt.超越;凌驾;胜过	surpass
翻译：a.胜过的;卓越的;优秀的;非凡的 ad.非凡地;卓越地	surpassing
翻译：n.白色法衣;白袈裟	surplice
翻译：n.剩余;过剩;盈余 a.过剩的;剩余的	surplus
翻译：n.剩余物	surplusage
翻译：n.惊奇;惊人之事;奇袭;诧异 vt.使惊奇;奇袭	surprise
翻译：a.感到惊讶的	surprised
翻译：a.令人惊讶的	surprising
翻译：n.超现实主义	surrealism
翻译：n.超现实主义者	surrealist
翻译：a.超现实主义的	surrealistic
翻译：n.原告的第二次辩驳	surrejoinder
翻译：vt.交出;放弃;使投降;让与;听任 vi.投降;自首 n.交出;放弃;投降	surrender
翻译：a.秘密的;暗中的;偷偷摸摸的	surreptitious
翻译：v.残存;继续存在;生命较...为长	surrive
翻译：n.代理;代理人;代用品 vt.使代理;使代替	surrogate
翻译：vt.包围;环绕;围绕 n.围绕物	surround
翻译：n.环境 a.周围的	surrounding
翻译：n.环境	surroundings
翻译：n.附加税	surtax
翻译：n.监视;监督	surveillance
翻译：n.监视者;监督者 a.监视的;监督的	surveillant
翻译：n.纵览;视察;测量;俯瞰;调查;概观 vt.审视;视察;俯瞰;通盘考虑 vi.测量土地	survey
翻译：n.测量	surveying
翻译：n.测量员;检查员	surveyor
翻译：n.留住生命;生存;残存;幸存者	survival
翻译：v.残存;继续存在;生命较...为长	survive
翻译：n.生还者;残存者	survivor
翻译：n.苏珊	Susan
翻译：n.感受性;感情	susceptibility
翻译：a.易受影响的;易感动的;容许...的	susceptible
翻译：ad.容易感受地	susceptibly
翻译：a.感受性强的;易感的;敏感的;有接受的	susceptive
翻译：n.嫌疑犯 a.令人怀疑的;不可信的;可疑的 vt. vi.怀疑;猜想	suspect
翻译：a.有嫌疑的;可疑的;值得怀疑的	suspectable
翻译：vt.悬;吊;使悬浮;暂停;中止;推迟 vi.暂停;中止;悬浮;宣布破产	suspend
翻译：n.吊的人;袜吊;吊裤带	suspender
翻译：n.吊裤带	suspenders
翻译：n.悬疑;焦虑;悬念;悬而不决	suspense
翻译：n.悬挂;暂停;中止	suspension
翻译：a.未决定的;可疑的;暧昧的;暂停的;悬而不决的	suspensive
翻译：a.悬吊的;支持的;暂时中止的 n.悬吊式;悬带	suspensory
翻译：n.怀疑;觉察;嫌疑	suspicion
翻译：a.可疑的;疑惧的;怀疑的	suspicious
翻译：n.叹息	suspiration
翻译：vi.叹息;叹气	suspire
翻译：vt.承受;支持;支撑;供养;继续;忍受;蒙受;证实;准许	sustain
翻译：a.足可支撑的;养得起的;可以忍受的	sustainable
翻译：a.支持的;持续的	sustaining
翻译：n.生计;食物	sustenance
翻译：vi.低语;喃喃低语;沙沙响	susurrate
翻译：n.低语声;喃喃低语声;沙沙声	susurrus
翻译：n.军中小贩	sutler
翻译：n.佛经;经典	sutra
翻译：n.妻子的殉夫	suttee
翻译：a.净重的 n.净重	suttle
翻译：a.缝口的;针脚的;缝合线的	sutural
翻译：n.缝合;缝合处;缝合用的线 vt.缝合	suture
翻译：n.领主;庄主;宗主	suzerain
翻译：n.宗主权;领主的地位	suzerainty
翻译：n.拖把;药签 vt.擦洗;拭抹	swab
翻译：n.负责打扫工作的船员;拖把;没有用的人	swabber
翻译：n.襁褓 vt.用襁褓包;束缚	swaddle
翻译：n.摇晃;赃物;水潭;珍贵物;垂花饰 vi.摇晃;垂下	swag
翻译：n.型铁;铁模 vt.用型铁弄弯曲	swage
翻译：n.大摇大摆;吹牛 vi.虚张声势吓人;大摇大摆;吹牛 vt.吓唬;恫吓 a.漂亮的;时髦的	swagger
翻译：ad.傲慢地	swaggeringly
翻译：n.沼泽地;低洼地 vt.放火烧 vi.烧焦	swale
翻译：n.燕子;吞咽;喉 vt.咽;淹没;吞没;耗尽;轻信;忍受;压制;取消 vi.吞下;咽下	swallow
翻译：n.燕子尾巴;燕尾服;燕尾形旗子的末端	swallowtail
翻译：vbl.swim的过去式	swam
翻译：n.阁下	swami
翻译：n.沼泽;湿地 vt.淹没;击溃;清除;使陷于沼泽 vi.陷于沼泽;淹没	swamp
翻译：n.沼泽地	swampland
翻译：a.沼泽的;沼泽多的;湿地的;松软的	swampy
翻译：n.天鹅;歌星;诗人 vi.闲荡;蜿蜒而行	swan
翻译：vi.出风头;炫耀 n.出风头;炫耀;虚张声势;优雅	swank
翻译：a.爱出风头的;炫耀的	swanky
翻译：n.天鹅饲养地	swannery
翻译：n.天鹅的绒毛;用于做婴儿衣服的柔软的布料	swansdown
翻译：n.天鹅皮;天鹅绒的一种	swanskin
翻译：n.以货易货 vt. vi.交换;替换;交易	swap
翻译：n.置换者	swapper
翻译：n.转换;交换	swapping
翻译：n.草地;草皮 vt. vi.铺草皮	sward
翻译：n.群;大群;蜂群 vi.群集;聚集一块;云集;爬树 vt.挤满;爬(树)	swarm
翻译：n.黑黝黝	swarthiness
翻译：a.黑黝黝的;浅黑的	swarthy
翻译：vi.冲激;溅泼;虚张声势 vt.晃动;冲洗 n.泼水声;吓唬;虚张声势	swash
翻译：n.流氓;恃强凌弱者	swashbuckler
翻译：a.恃强凌弱的;虚张声势的	swashbuckling
翻译：n.纳粹党所用的十字记号	swastika
翻译：vt.用力打下去;重拍 n.用劲打击;长打;全垒打	swat
翻译：n.样品;样本	swatch
翻译：vt.绑;裹;包围 n.带子;绷带	swathe
翻译：n.拍打的人;苍蝇拍;强打者	swatter
翻译：n.摇摆;影响力;支配 vt.摇动;支配;弄歪;使倾斜;使动摇;影响;摇 vi.摇动;摇摆;倾斜;动摇;统治;转向	sway
翻译：pla.史瓦济兰	Swaziland
翻译：vt.发誓;宣誓;咒骂;使宣誓 vi.发誓;诅咒 n.诅咒;誓言	swear
翻译：n.极不恭敬的话;坏话;咒骂	swearword
翻译：n.汗;出汗;水珠;焦急 vi.出汗;渗出;冒出水气;结水珠;烦恼;懊恼 vt.使出汗;流出;榨出;使工作过度	sweat
翻译：n.防汗带	sweatband
翻译：n.发汗装置	sweatbox
翻译：a.低工资的	sweated
翻译：n.毛衣;毛线衫;运动衫;出汗者	sweater
翻译：ad.汗流夹背地;流着汗	sweatily
翻译：n.瑞典人	swede
翻译：n.瑞典	Sweden
翻译：n.扫除;打扫;肃清;视野;范围;全胜 vt.扫除;用手指弹;猛拉;扫荡;肃清;冲走;刮起;环视;掠过;扫射 vi.扫;打扫;袭击;席卷;扫视;掠过;延伸	sweep
翻译：n.清扫夫	sweeper
翻译：n.扫除;垃圾 a.扫荡的;彻底的;广泛的	sweeping
翻译：n.赌金的独得;赌金独得赛马;总赌金;比赛	sweepstakes
翻译：n.甜蜜;糖果;情人 a.甜的;芳香的;悦耳的;漂亮的;和蔼的;淡的;灵活的;轻快的	sweet
翻译：n.小牛;小羊的胰脏或胸腺	sweetbread
翻译：vt.使变甜;加糖于;使悦耳;使温和;减轻 vi.变甜	sweeten
翻译：adj.变甜的	sweetened
翻译：n.甜料	sweetener
翻译：n.把味道弄甜;使味道变甜美之物;甜的调味料	sweetening
翻译：n.情人;爱人 vi.爱慕 vt.求爱	sweetheart
翻译：n.情人;爱人;甜的糕饼类	sweetie
翻译：n.苹果的一种;情人	sweeting
翻译：a.有点甜的;有点美丽的	sweetish
翻译：ad.甜美地;香郁地;调子优美地	sweetly
翻译：n.糖果;甜食;蜜饯	sweetmeat
翻译：n.美味;芳香;美妙	sweetness
翻译：n.糖果	sweets
翻译：n.番荔枝;番荔枝的果实	sweetsop
翻译：n.增大;隆起的部分;巨浪;肿大 a.优秀的;一流的 vi.增大;膨胀;肿胀;增强;骄傲 vt.使膨胀;使增大;使上涨;使骄傲	swell
翻译：n.河豚	swellfish
翻译：a.俊俏的;潇洒的;时髦的	swellish
翻译：vi.闷热;被暑气所苦;汗流夹背 vt.使闷热;使中暑 n.闷热	swelter
翻译：a.闷热的;炎热的;中暑的	sweltering
翻译：vbl.sweep的过去式和过去分词	swept
翻译：a.向后倾斜的	sweptback
翻译：n.转向;弯曲;背离 vi.突然转向;转弯;背离 vt.使突然转向;使转弯;使背离	swerve
翻译：n.雨燕;大滚筒 a.迅速的;快的;敏捷的;立刻的 ad.迅速地;敏捷地	swift
翻译：ad.很快地;即刻	swiftly
翻译：n.迅速;快	swiftness
翻译：n.痛饮;牛饮;鲸饮 vt. vi.满满一口喝下;牛饮;大喝特喝	swig
翻译：vt.涮;冲洗;痛饮 vi.大口地喝;发激荡声 n.涮;冲洗;痛饮;泔水	swill
翻译：n.游泳;漂浮;潮流;眼花 vi.游泳;游;漂浮;浸;覆盖;充溢;旋转;眩晕 vt.游过;使浮起	swim
翻译：n.游泳者	swimmer
翻译：n.游水;目眩	swimming
翻译：a.眩晕的;模糊的	swimmy
翻译：n.游泳衣	swimsuit
翻译：n.骗取;欺诈;骗局 vt. vi.骗取;诈取	swindle
翻译：n.骗子	swindler
翻译：n.猪;卑鄙的家伙;贪心	swine
翻译：n.摇摆;振幅;音律;节奏;涨落;秋千;旋转;自由活动 vi.摇摆;悬挂;旋转;大摇大摆地走;转向 vt.挥舞;使旋转;使旋转;使转向;悬挂;吊运 a.旋转的;悬挂的;摇摆舞乐的	swing
翻译：vt.打;使劲打;烤焦	swinge
翻译：a.激烈的;猛烈的;极大的	swingeing
翻译：n.赶时髦的人	swinger
翻译：n.摆动	swinging
翻译：a.猪的;猪一般的;卑鄙的	swinish
翻译：n.辛劳;辛苦;苦工 vi.流着汗做工作;辛苦一番	swink
翻译：n.强打;用力挥击 vt.强打;用力挥击;偷	swipe
翻译：n.漩涡;涡状形 vt.使成漩涡 vi.打漩;盘绕;头晕	swirl
翻译：n.嗖嗖声 vi.发嗖嗖声;嗖地挥动 vt.嗖地挥动 a.漂亮的;时髦的	swish
翻译：n.瑞士人;瑞士腔调 a.瑞士的;瑞士风格的	Swiss
翻译：n.开关;电闸;转换;软枝 vt.转变;切换;摆动;转换;使转轨 vi.转换;变换;摆动	switch
翻译：n.在Z形路轨向原来的方向返驶;改变角度	switchback
翻译：n.配电盘;接线总机	switchboard
翻译：adj.转换的	switched
翻译：n.DOS命令:允许从101键的键盘向后兼容;及将WINA20.386文件移出根目录	switches
翻译：n.转接;交换;转换;开关	switching
翻译：n.转辙员	switchman
翻译：n.调车场	switchyard
翻译：n.瑞士	Switzerland
翻译：n.转环;旋转轴承;旋转椅的台座 vt. vi.(使)旋转	swivel
翻译：n.极度的激动;狂乱	swivet
翻译：n.以甜酒为主的鸡尾酒的一种	swizzle
翻译：a.肿大的;水涨的;夸张的;骄傲的	swollen
翻译：n.昏晕;晕厥 vi.昏晕;着迷;渐渐消失	swoon
翻译：n.俯冲;攫取 vt.抓取 vi.猛扑;突然袭击	swoop
翻译：vi.哗哗响;作嗖嗖声 vt.嗖地发射 n.嗖的一声	swoosh
翻译：n.刀;剑;战争;武力	sword
翻译：n.蜂鸟的一种	swordbill
翻译：n.旗鱼	swordfish
翻译：n.剑术;击剑;针锋相对的争论	swordplay
翻译：n.剑术家;剑客;军人	swordsman
翻译：n.打造刀剑的铁匠	swordsmith
翻译：vbl.swear的过去分词	sworn
翻译：vi.苦读;用力打下去 vt.用功学 n.读书虫;辛苦的工作;用力地打	swot
翻译：vbl.swim的过去分词	swum
翻译：vbl.swing的过去式和过去分词	swung
翻译：n.小无花果树;枫树的一种	sycamore
翻译：n.追随;奉承;谄媚	sycophancy
翻译：n.奉承者;谄媚者;追随者 a.拍马的;奉承的	sycophant
翻译：a.说奉承话的;阿谀的	sycophantic
翻译：n.雪梨	Sydney
翻译：n.音节主音 a.音节的	syllabic
翻译：ad.每音节地;分成音节地	syllabically
翻译：vt.使分成音节;读出各个音节	syllabicate
翻译：n.音节 vt.分成音节	syllable
翻译：n.摘要;提纲;课程表	syllabus
翻译：n.三段论法;推论法;演绎	syllogism
翻译：a.三段论法的;演绎的;演绎性的	syllogistic
翻译：ad.三段论法式地;演绎式地	syllogistically
翻译：a.空气精灵一般的;窈窕的	sylphlike
翻译：a.栖息于森林的	sylvatic
翻译：n.出品NORTON软件的公司	Symantec
翻译：n.协同程序;共存程序;共生体	symbiont
翻译：n.共栖;共同生活	symbiosis
翻译：a.共栖的;共生的	symbiotic
翻译：n.符号;象征;代号;信条	symbol
翻译：n.代号 a.象征的;符号的	symbolic
翻译：vt.象征;用符号表现 vi.采用象征;使用符号	symbolise
翻译：n.象征主义;符号论	symbolism
翻译：a.象征主义的;象征性的	symbolistic
翻译：n.象征;符号表现	symbolization
翻译：vt.象征;用符号表现 vi.采用象征;使用符号	symbolize
翻译：n.符号	symbols
翻译：a.对称的;均匀的	symmetrical
翻译：ad.相称性地;极均衡地;对称地	symmetrically
翻译：n.对称;调和;匀称	symmetry
翻译：a.有同情心的;合意的;赞成的 n.交感神经;容易感受的人	sympathetic
翻译：ad.怜悯地;同情着;感应着	sympathetically
翻译：vi.同情;同感;同意;吊唁	sympathise
翻译：n.同情者;同感者;同意者;支持者	sympathiser
翻译：vi.同情;同感;同意;吊唁	sympathize
翻译：n.同情者;同感者;同意者;支持者	sympathizer
翻译：n.同情;赞同;同感;慰问;吊唁	sympathy
翻译：a.交响乐的;交响性的;交响乐的	symphonic
翻译：n.交响乐;交响曲	symphony
翻译：n.骨的愈合;合生	symphysis
翻译：n.症状;征候;征兆	symptom
翻译：a.具有征候的;症状的;根据征候的	symptomatic
翻译：n.征候学;症候学	symptomatology
翻译：n.症候	symptoms
翻译：n.合音	synaeresis
翻译：n.共感觉;副感觉	synaesthesia
翻译：a.犹太人会众的;犹太人会堂的	synagogical
翻译：n.犹太人集会;犹太教会堂	synagogue
翻译：n.神经原的神经线连接;神经键	synapse
翻译：n.不动关节	synarthrosis
翻译：n.同步器	synchro
翻译：n.齿轮的同时咬合装置	synchromesh
翻译：vt.使同步;使合拍 vi.同时发生	synchronise
翻译：n.同步装置;同时闪光装置;同步闪光装置	synchroniser
翻译：n.整步(在电视机中)	synchronising
翻译：vt.使同步;使合拍 vi.同时发生	synchronize
翻译：n.同步装置;同时闪光装置;同步闪光装置	synchronizer
翻译：n.整步(在电视机中)	synchronizing
翻译：a.同时的;同步的	synchronous
翻译：n.同步检定器	synchroscope
翻译：n.向斜	syncline
翻译：vt.省略中间部分;把中间的字母省略掉	syncopate
翻译：n.省略中间的音节;中略;切分法	syncopation
翻译：n.字中音省略;中略;假死	syncope
翻译：n.理事;评审员;特别评审员;市政官	syndic
翻译：n.工会组织主义者;工团主义者	syndicalist
翻译：n.企业联合;辛迪加 vt. vi.联合成辛迪加	syndicate
翻译：n.并发症状;综合症;同时存在的事物	syndrome
翻译：n.提喻法	synecdoche
翻译：a.合作的;协同的;协作的	synergetic
翻译：a.协作的;合作的	synergic
翻译：n.相乘作用	synergism
翻译：n.非成文造句法	synesis
翻译：n.共感觉;副感觉	synesthesea
翻译：n.宗教会议;大会;会议	synod
翻译：a.宗教会议的;教会会议的;会议的	synodal
翻译：n.同义字	synonym
翻译：a.同义字的;类义字的;同义的	synonymous
翻译：n.同义;同义字研究;同义字重复	synonymy
翻译：n.概要;摘要;大意	synopsis
翻译：a.概要的;天气的;对观福音书的	synoptic
翻译：n.滑液;关节骨液	synovia
翻译：n.滑膜炎;关节膜炎	synovitis
翻译：a.依照句法的	syntactical
翻译：ad.依照句法地;在语句构成上	syntactically
翻译：n.语法;有秩序的排列;句子构造 n.句法;语法	syntax
翻译：n.综合;组织;综合体	synthesis
翻译：vt. vi.综合;合成	synthesise
翻译：n.合成器	synthesiser
翻译：vt. vi.综合;合成	synthesize
翻译：n.合成器	synthesizer
翻译：n.合成物质 a.综合性的;人造的	synthetic
翻译：a.综合的;合成的	synthetical
翻译：ad.综合地;合成地	synthetically
翻译：n.共振;谐振	syntony
翻译：n.梅毒	syphilis
翻译：a.梅毒的;感染梅毒的 n.梅毒病人	syphilitic
翻译：n.叙利亚共和国	Syria
翻译：n.叙利亚人 a.叙利亚的;叙利亚人的	Syrian
翻译：n.注射器;洗涤器 vt.注射;洗涤	syringe
翻译：n.牧神所用的笛子;鸣管;耳管	syrinx
翻译：n.糖浆;果汁	syrup
翻译：n.DOS命令:使DOS系统文件复制到新的磁盘中. n.DOS文件扩展名:系统文件	sys
翻译：n.系统;体系;制度;方式;秩序;分类	system
翻译：a.有系统的;分类的;体系的	systematic
翻译：ad.有系统地;有组织地;有条理地	systematically
翻译：vt.使组织化;使系统化;把...分类	systematise
翻译：n.组织者	systematiser
翻译：n.组织化;系统化;分类	systematization
翻译：vt.使组织化;使系统化;把...分类	systematize
翻译：n.组织者	systematizer
翻译：a.系统的;组织的;身体组织的;全身的	systemic
翻译：n.心脏收缩	systole
翻译：a.心脏收缩的	systolic
翻译：n.会合;朔望	syzygy
翻译：n.会议;会;降神会	séance
翻译：n.终端介面	ta
翻译：n.制表[键];标号;调整片;小报;短小突出部;监督;记录;帐单 n.标签;制表符;TAB键 n.制表[键];标号;卡片设备	tab
翻译：n.纹章战袍;传令所穿衣服;一种粗大衣	tabard
翻译：n.塔巴斯哥辣酱油	tabasco
翻译：n.平纹;斑猫 vt.使起波纹 a.平纹组织的;起波纹的	tabby
翻译：n.衰弱	tabefaction
翻译：n.临时房屋;帐篷;身体;礼拜堂;神龛;壁龛 vt.使住于临时房屋 vi.给于住宿;暂居	tabernacle
翻译：a.衰弱的;憔瘦的	tabid
翻译：n.桌子;餐桌;工作台;石板;铭文;表格;表;高原;平地层 vt.搁置;嵌合;制表 n.表格;模拟运算表	table
翻译：n.生动的场面;戏剧性局面	tableau
翻译：n.桌巾	tablecloth
翻译：n.高原	tableland
翻译：n.大汤匙	tablespoon
翻译：n.平板;门牌;笔记簿;碑;匾	tablet
翻译：n.桌面	tabletop
翻译：n.餐具	tableware
翻译：n.小报;小型画报;药片;文摘; a.轰动性的;扼要的;缩略的;小报式的	tabloid
翻译：n.禁忌;禁止接近;禁止使用 a.禁忌的;忌讳的 vt.禁忌;禁制;禁止	taboo
翻译：n.禁忌	taboos
翻译：n.小鼓 vi.敲小鼓	tabor
翻译：n.小凳子;绣框	taboret
翻译：n.小鼓 vi.敲小鼓	tabour
翻译：n.小凳子;绣框	tabouret
翻译：n.跳格设定;制表符	tabs
翻译：a.制成表的;扁平的;表格式的;平坦的	tabular
翻译：vt.作成表;作成一览表;使成平面 a.平板状的;平面的	tabulate
翻译：n.作表;表格	tabulation
翻译：n.作表的人;定位装置	tabulator
翻译：n.痔;斑点	tache
翻译：n.转速计;流速计	tachometer
翻译：n.心动过速	tachycardia
翻译：a.沉默寡言的;心照不宣的;缄默的	tacit
翻译：n.闸流管(新式)	taciton
翻译：a.沉默寡言的;不太说话的;无言的	taciturn
翻译：n.沉默寡言;无言;不太说话	taciturnity
翻译：n.泰西塔斯	Tacitus
翻译：n.大头钉;粗缝;行动方针;食物 vt.以大头针钉住;附加;跟随	tack
翻译：n.敲平头顶的人;敲平头钉器	tacker
翻译：n.工具;复滑车;滑车;装备;扭倒 vt.固定;处理;抓住 vi.扭倒	tackle
翻译：n.扭住;抱住;卷起	tackling
翻译：a.发粘的;胶粘的;寒酸的;俗气的	tacky
翻译：n.角岩	taconite
翻译：n.机智;手法;老练	tact
翻译：a.机智的;老练的;委婉的	tactful
翻译：n.战略;策略 a.顺序的;排列的	tactic
翻译：a.战术的;用兵上的;策略的;机灵的	tactical
翻译：n.战术家;策士	tactician
翻译：n.用兵学;战术;兵法	tactics
翻译：a.触觉的;有触觉的;能触知的	tactile
翻译：n.触知性;触感	tactility
翻译：a.无机智的;不机敏的;不得体的	tactless
翻译：a.触觉的;触觉器官的;凭触觉的	tactual
翻译：n.蝌蚪	tadpole
翻译：n.两	tael
翻译：n.装饰头部的带;带;绳	taenia
翻译：n.船尾上部;船尾栏杆	taffrail
翻译：n.Wales人;太妃糖;阿谀	taffy
翻译：n.标签;附属物;名称;碎片;结束语;口头禅;陈词滥调;附加语;浑名;残片;标记;标记 vt.附以签条;尾随;添饰;起浑名;连接 vi.紧紧跟随 n.标记 n.标记;标记符	tag
翻译：n.追随学样者	tagalong
翻译：n.标签纸	tagboard
翻译：n.垂下物;尾随者;薄铁片;附加物	tagger
翻译：n.大溪地岛	Tahiti
翻译：pla.台中	Taichung
翻译：n.针叶树林地带	taiga
翻译：n.尾部;后部;辫子;排的长队;随员;特务;燕尾服;踪迹;限定继承权 a.在后面的;从后面而来的;限定继承的 vt.为...装尾;附于其后;尾随;使架住;使搭牢;跟踪;监视 vi.成为散乱的行列;跟踪;嵌入;船尾搁浅 a.尾部的;后部的;后面来的	tail
翻译：n.可取下的尾板	tailboard
翻译：n.燕尾服	tailcoat
翻译：n.后挡板	tailgate
翻译：n.装尾巴;嵌入墙中砖石突出部;屑	tailing
翻译：n.尾灯	taillight
翻译：n.裁缝师;成衣匠 vt.缝制;制作;定制 vi.做裁缝	tailor
翻译：n.末片;附属物;补白图片	tailpiece
翻译：n.旋尾降落	tailspin
翻译：pla.台南	Tainan
翻译：n.污点;耻辱;感染 vt.污染;使腐败;沾染;腐蚀	taint
翻译：n.台北	Taipei
翻译：n.台湾	Taiwan
翻译：a.台湾的;台湾人的 n.台湾人	Taiwanese
翻译：vt.拿;取;抓;带领;获得;就座;接受;吃;喝;吸收;采取;乘;需要;花费;产生;对待 vi.拿;取;起作用;变得 n.拿;取;收成	take
翻译：n.拆抑	takedown
翻译：vbl.take的过去分词	taken
翻译：n.起飞	takeoff
翻译：n.外带	takeout
翻译：adj.取代	takeover
